run,candidate,control,T,mode,control_median_us,candidate_median_us,control_samples,control_pooled_p10_us,control_pooled_p90_us,candidate_samples,candidate_pooled_p10_us,candidate_pooled_p90_us,ratio_min,ratio_median,ratio_max,improvement,noise_floor,accepted,regression
verified-reuse-control,9,7,1,ring24,30.96875,31.479166666666668,40,28.829166666666666,34.69166666666667,40,28.162499999999998,34.3625,0.9391634980988594,1.0168959665910886,1.1261516654854715,-0.016895966591088607,0.07591876208897497,False,False
verified-reuse-control,10,7,1,ring24,32.22916666666667,32.635416666666664,40,27.65416666666667,34.9375,40,27.316666666666666,35.4125,0.9872468117029256,1.0126415850421175,1.0261813537675608,-0.012641585042117542,0.07591876208897497,False,False
verified-reuse-control,8,7,16,hot,158.5,128.25,40,129.0,190.2,40,107.0,180.1,0.6382978723404256,0.8919792415990134,1.0340909090909092,0.10802075840098657,0.03404255319148941,False,False
verified-reuse-control,9,7,16,hot,138.5,131.25,40,132.0,189.1,40,124.9,179.0,0.9197080291970803,0.9461626139817629,0.9702602230483272,0.053837386018237066,0.03404255319148941,True,False
verified-reuse-control,10,7,16,hot,162.5,151.5,40,120.0,190.0,40,119.3,176.2,0.9032258064516129,0.9549448441247002,0.9917695473251029,0.045055155875299846,0.03404255319148941,False,False
verified-reuse-control,8,7,16,ring24,34.14583333333333,32.53125,40,29.666666666666664,36.92916666666667,40,28.829166666666666,35.99166666666667,0.9426180514046623,0.95272633934438,0.9734265734265735,0.04727366065562,0.06721915285451208,False,False
verified-reuse-control,9,7,16,ring24,32.958333333333336,33.322916666666664,40,29.275000000000002,35.85,40,29.02916666666667,38.05416666666667,0.9796633941093968,1.0047809604376212,1.0348542458808616,-0.004780960437621218,0.06721915285451208,False,False
verified-reuse-control,10,7,16,ring24,35.21875,33.03125,40,31.8,48.50416666666667,40,29.345833333333335,36.61666666666667,0.6366083445491252,0.9387129840546695,1.0327160493827159,0.06128701594533048,0.06721915285451208,False,False
verified-reuse-control,8,7,64,hot,134.5,132.75,40,125.9,195.2,40,121.0,186.0,0.9151670951156813,0.9655169981661729,0.9923076923076923,0.03448300183382713,0.023668639053254448,False,False
verified-reuse-control,9,7,64,hot,137.75,124.75,40,126.0,194.1,40,118.9,178.2,0.8698630136986302,0.9280624620982414,0.9459459459459459,0.07193753790175861,0.023668639053254448,True,False
verified-reuse-control,10,7,64,hot,158.25,142.0,40,119.0,194.5,40,108.0,179.1,0.8911290322580645,0.8996289424860853,0.9093264248704663,0.10037105751391473,0.023668639053254448,True,False
verified-reuse-control,8,7,64,ring24,35.375,35.854166666666664,40,32.7375,40.229166666666664,40,33.333333333333336,40.170833333333334,0.9728966685488425,1.0009929556354915,1.0926380368098159,-0.0009929556354915103,0.18474457662701194,False,False
verified-reuse-control,9,7,64,ring24,36.75,34.65625,40,33.954166666666666,56.658333333333374,40,32.86666666666667,38.52916666666667,0.6730769230769232,0.9618312710911135,0.9952746603662139,0.03816872890888645,0.18474457662701194,False,False
verified-reuse-control,10,7,64,ring24,36.53125,35.22916666666667,40,31.625,49.67916666666667,40,32.795833333333334,38.74583333333334,0.7111486486486488,0.970516003292738,1.0998685939553219,0.029483996707261984,0.18474457662701194,False,False
verified-reuse-control,8,7,256,hot,136.5,138.5,40,132.9,157.3,40,130.0,189.2,0.9632352941176471,1.0165445632558514,1.20327868852459,-0.016544563255851408,0.03246753246753242,False,False
verified-reuse-control,9,7,256,hot,138.75,132.75,40,129.0,155.70000000000002,40,119.9,144.2,0.9266409266409267,0.9568233332464893,0.9692832764505119,0.04317666675351073,0.03246753246753242,False,False
verified-reuse-control,10,7,256,hot,141.25,132.0,40,128.0,206.0,40,119.0,152.1,0.6820388349514563,0.9148198401929746,0.9695817490494296,0.08518015980702542,0.03246753246753242,True,False
verified-reuse-control,8,7,256,ring24,35.458333333333336,36.052083333333336,40,32.22083333333333,40.05,40,33.24166666666667,39.94166666666666,0.9134063641105896,1.0008830726232296,1.0737100737100738,-0.0008830726232296193,0.0054735234215886885,False,False
verified-reuse-control,9,7,256,ring24,35.03125,36.5625,40,33.041666666666664,39.75,40,33.34166666666667,40.975,1.003426613363792,1.043576286221171,1.086794792312461,-0.043576286221171046,0.0054735234215886885,False,False
verified-reuse-control,10,7,256,ring24,35.854166666666664,34.29166666666667,40,33.300000000000004,39.145833333333336,40,32.833333333333336,38.8875,0.9286523216308041,0.965462573851561,1.0093731693028707,0.03453742614843902,0.0054735234215886885,False,False
verified-reuse-control,8,7,1024,hot,161.5,150.0,40,145.9,242.3,40,136.0,220.1,0.8148148148148148,0.9177262817357057,1.064406779661017,0.0822737182642943,0.011315417256011262,False,False
verified-reuse-control,9,7,1024,hot,156.5,136.0,40,141.9,246.0,40,129.9,207.0,0.7909090909090909,0.879174906613931,0.918918918918919,0.12082509338606895,0.011315417256011262,True,False
verified-reuse-control,10,7,1024,hot,158.0,139.0,40,126.0,244.2,40,125.7,207.0,0.8483606557377049,0.8800466932335065,1.0,0.11995330676649352,0.011315417256011262,False,False
verified-reuse-control,8,7,1024,ring24,35.635416666666664,35.20833333333333,40,34.954166666666666,39.72083333333333,40,33.483333333333334,39.55416666666667,0.9575221238938053,0.9716254358567581,1.001179245283019,0.02837456414324191,0.009156334615932904,False,False
verified-reuse-control,9,7,1024,ring24,38.34375,34.84375,40,34.89583333333333,43.37916666666667,40,32.94583333333333,39.725,0.7895242671792407,0.9126915118168126,1.0211515863689777,0.08730848818318737,0.009156334615932904,False,False
verified-reuse-control,10,7,1024,ring24,36.072916666666664,35.38541666666667,40,34.87083333333334,40.53333333333333,40,33.45,39.9875,0.9574105621805792,0.9761702393663412,0.9971031286210895,0.023829760633658825,0.009156334615932904,False,False
verified-reuse-control,8,7,4096,hot,176.5,168.0,40,160.0,207.2,40,153.0,226.0,0.9477806788511749,0.9581418379708864,1.067632850241546,0.04185816202911363,0.016125739946927897,False,False
verified-reuse-control,9,7,4096,hot,176.75,153.5,40,159.0,373.90000000000003,40,138.9,197.3,0.5234899328859061,0.8616477272727272,0.8850931677018633,0.1383522727272728,0.016125739946927897,True,False
verified-reuse-control,10,7,4096,hot,184.25,168.5,40,156.0,381.7,40,143.0,196.3,0.5105263157894737,0.9110640788940425,0.9177215189873418,0.0889359211059575,0.016125739946927897,True,False
verified-reuse-control,8,7,4096,ring24,64.05208333333334,52.8125,40,63.829166666666666,65.17083333333333,40,52.5375,53.18333333333333,0.809462915601023,0.8251737520930864,0.8275187479621781,0.1748262479069136,0.0011978292400709467,True,False
verified-reuse-control,9,7,4096,ring24,64.0625,52.677083333333336,40,63.916666666666664,64.37916666666666,40,50.03333333333333,56.22916666666667,0.7839245037422713,0.8219761171459833,0.859278518037049,0.1780238828540167,0.0011978292400709467,True,False
verified-reuse-control,10,7,4096,ring24,63.989583333333336,54.291666666666664,40,63.7875,64.20833333333333,40,53.204166666666666,60.60416666666668,0.832302181699772,0.8483072916666666,0.9286179921773142,0.15169270833333337,0.0011978292400709467,True,False
verified-reuse-baseline,8,0,1,hot,175.5,160.25,40,120.8,231.3,40,110.9,198.1,0.8702460850111857,0.9093777719612035,0.9212410501193318,0.09062222803879649,0.026030368763557465,True,False
verified-reuse-baseline,9,0,1,hot,173.75,159.5,40,120.9,211.0,40,113.9,195.0,0.9079903147699758,0.9219475483443033,0.9421487603305785,0.07805245165569674,0.026030368763557465,True,False
verified-reuse-baseline,10,0,1,hot,170.0,155.75,40,119.0,212.0,40,113.0,194.0,0.9090909090909091,0.9217657342657343,0.9495798319327731,0.07823426573426573,0.026030368763557465,True,False
verified-reuse-baseline,8,0,1,ring24,46.78125,33.02083333333333,40,44.075,53.6625,40,30.77916666666667,67.0125,0.6536565324568611,0.7034301291144718,1.45273631840796,0.2965698708855282,0.07591876208897497,False,False
verified-reuse-baseline,9,0,1,ring24,47.32291666666667,33.520833333333336,40,44.52083333333333,52.65416666666667,40,30.683333333333334,36.80833333333333,0.6651845264562026,0.7063961322025838,0.7322799097065464,0.2936038677974162,0.07591876208897497,True,False
verified-reuse-baseline,10,0,1,ring24,46.541666666666664,32.510416666666664,40,44.391666666666666,51.75416666666667,40,29.679166666666667,35.108333333333334,0.640918580375783,0.7028170007566721,0.7142201834862386,0.2971829992433279,0.07591876208897497,True,False
verified-reuse-baseline,8,0,16,hot,197.75,143.0,40,138.0,227.1,40,120.0,180.1,0.6525612472160356,0.799817361090488,0.808695652173913,0.20018263890951205,0.03404255319148941,True,False
verified-reuse-baseline,9,0,16,hot,175.0,153.75,40,148.5,226.0,40,120.0,178.0,0.7652173913043478,0.799952544517762,0.9915492957746479,0.200047455482238,0.03404255319148941,True,False
verified-reuse-baseline,10,0,16,hot,171.75,135.0,40,149.8,175.0,40,119.8,176.1,0.7619047619047619,0.7803553676894417,1.0174418604651163,0.2196446323105583,0.03404255319148941,False,False
verified-reuse-baseline,8,0,16,ring24,52.89583333333333,33.64583333333333,40,46.89583333333333,68.35416666666666,40,32.13333333333333,53.75416666666669,0.4925465838509316,0.6371841054164022,0.9886411442995372,0.36281589458359775,0.06721915285451208,True,False
verified-reuse-baseline,9,0,16,ring24,48.385416666666664,34.79166666666667,40,46.5375,53.675,40,31.3625,37.36666666666667,0.675103734439834,0.7194600297666058,0.7415681121331582,0.28053997023339416,0.06721915285451208,True,False
verified-reuse-baseline,10,0,16,ring24,48.69791666666667,33.08333333333333,40,46.88333333333333,53.59583333333333,40,31.241666666666667,35.916666666666664,0.6583719949388442,0.6764192343124713,0.7000433463372344,0.3235807656875287,0.06721915285451208,True,False
verified-reuse-baseline,8,0,64,hot,171.75,112.5,40,160.8,210.1,40,106.9,128.1,0.5918854415274463,0.6403542973385319,0.6588235294117647,0.3596457026614681,0.023668639053254448,True,False
verified-reuse-baseline,9,0,64,hot,171.25,111.5,40,163.9,206.2,40,108.0,163.0,0.6376811594202898,0.6607989464442494,0.7542997542997543,0.3392010535557506,0.023668639053254448,True,False
verified-reuse-baseline,10,0,64,hot,173.0,113.75,40,163.9,330.0,40,110.0,145.1,0.44992050874403816,0.6576959395656279,0.6726726726726727,0.3423040604343721,0.023668639053254448,True,False
verified-reuse-baseline,8,0,64,ring24,60.302083333333336,36.84375,40,58.954166666666666,62.46666666666667,40,33.12083333333334,39.90833333333333,0.5666783339166959,0.6068091505901094,0.6177918424753869,0.3931908494098906,0.18474457662701194,True,False
verified-reuse-baseline,9,0,64,ring24,59.15625,36.33333333333333,40,58.6625,60.12916666666667,40,33.36666666666667,41.84583333333334,0.5834785639595678,0.6148493319787385,0.7042650687345787,0.3851506680212615,0.18474457662701194,True,False
verified-reuse-baseline,10,0,64,ring24,59.53125,35.375,40,59.02916666666666,60.59166666666667,40,33.04166666666667,39.05,0.5804073033707866,0.5938918598381826,0.6074668527564551,0.4061081401618174,0.18474457662701194,True,False
verified-reuse-baseline,8,0,256,hot,273.75,119.0,40,265.9,289.1,40,113.7,123.0,0.4045138888888889,0.43478376917584727,0.4596622889305816,0.5652162308241527,0.03246753246753242,True,False
verified-reuse-baseline,9,0,256,hot,268.5,113.25,40,264.5,295.0,40,107.9,124.1,0.40508474576271186,0.41807258162398353,0.42696629213483145,0.5819274183760165,0.03246753246753242,True,False
verified-reuse-baseline,10,0,256,hot,277.0,113.5,40,267.7,309.1,40,109.0,122.2,0.39384116693679094,0.4083222431278969,0.4188191881918819,0.5916777568721031,0.03246753246753242,True,False
verified-reuse-baseline,8,0,256,ring24,163.90625,36.10416666666667,40,163.2875,164.50416666666666,40,32.99583333333333,39.5625,0.20843388797154833,0.2200786245633075,0.2289064491460617,0.7799213754366925,0.0054735234215886885,True,False
verified-reuse-baseline,9,0,256,ring24,164.01041666666666,34.64583333333333,40,163.125,164.50416666666666,40,32.708333333333336,39.0375,0.2058037418862161,0.21124602871106768,0.22914024854171944,0.7887539712889323,0.0054735234215886885,True,False
verified-reuse-baseline,10,0,256,ring24,163.66666666666669,35.85416666666667,40,161.4875,164.375,40,32.641666666666666,39.9375,0.21434920634920637,0.21906855989133964,0.2236909650924025,0.7809314401086603,0.0054735234215886885,True,False
verified-reuse-baseline,8,0,1024,hot,690.75,131.0,40,675.8,709.2,40,116.0,144.1,0.17664449371766444,0.1894574919155761,0.2025405786873677,0.810542508084424,0.011315417256011262,True,False
verified-reuse-baseline,9,0,1024,hot,690.25,129.75,40,672.9,706.2,40,118.0,142.1,0.1752958579881657,0.18731051476267896,0.2022792022792023,0.812689485237321,0.011315417256011262,True,False
verified-reuse-baseline,10,0,1024,hot,687.75,130.75,40,673.8,704.0,40,117.8,143.0,0.17703703703703705,0.1899261341828713,0.20256776034236804,0.8100738658171287,0.011315417256011262,True,False
verified-reuse-baseline,8,0,1024,ring24,584.3958333333334,52.677083333333336,40,577.6166666666667,593.375,40,50.125,56.75833333333333,0.08893259431432146,0.09052494209510424,0.0915095344625546,0.9094750579048958,0.009156334615932904,True,False
verified-reuse-baseline,9,0,1024,ring24,582.8541666666666,53.35416666666667,40,580.8541666666666,591.8166666666666,40,50.30416666666667,56.63333333333333,0.08982057330759884,0.09157875522513642,0.09254360880754935,0.9084212447748636,0.009156334615932904,True,False
verified-reuse-baseline,10,0,1024,ring24,580.0,53.9375,40,576.2958333333333,591.1833333333333,40,51.69166666666667,57.612500000000004,0.09168900804289544,0.09255554151863685,0.09757507860214663,0.9074444584813631,0.009156334615932904,True,False
verified-reuse-baseline,8,0,4096,hot,2384.25,180.75,40,2356.8,2481.1,40,170.0,190.2,0.07160856782864343,0.07559481774743645,0.07934508816120907,0.9244051822525635,0.016125739946927897,True,False
verified-reuse-baseline,9,0,4096,hot,2392.25,168.75,40,2351.5,2473.3,40,151.0,180.3,0.06286427976686094,0.07069421886659935,0.07521474963335428,0.9293057811334007,0.016125739946927897,True,False
verified-reuse-baseline,10,0,4096,hot,2395.5,173.0,40,2356.9,2485.0,40,161.8,185.0,0.0673926443394288,0.07222006304262275,0.07671347725843639,0.9277799369573773,0.016125739946927897,True,False
verified-reuse-baseline,8,0,4096,ring24,2565.25,55.78125,40,2557.2791666666667,2568.6583333333333,40,53.86666666666667,57.324999999999996,0.021253295477590747,0.02176814777240966,0.02192925417777489,0.9782318522275903,0.0011978292400709467,True,False
verified-reuse-baseline,9,0,4096,ring24,2561.479166666667,54.82291666666667,40,2558.020833333333,2565.7041666666664,40,53.141666666666666,57.0875,0.020904676302881918,0.021397706901750108,0.021590233493773772,0.9786022930982499,0.0011978292400709467,True,False
verified-reuse-baseline,10,0,4096,ring24,2561.260416666667,54.96875,40,2557.5750000000003,2565.875,40,54.49583333333334,57.55,0.02134606949656416,0.021461614746889738,0.021748515480544444,0.9785383852531102,0.0011978292400709467,True,False
verified-conditional-fused,11,4,1,hot,156.0,147.25,40,131.6,184.1,40,136.0,183.5,0.8959537572254336,0.9927369579746039,1.029520295202952,0.0072630420253960715,0.026030368763557465,False,False
verified-conditional-fused,11,4,1,ring24,18.052083333333336,18.65625,40,16.9375,25.291666666666668,40,16.708333333333332,25.4625,1.0091059602649006,1.0334580858261635,1.0507859733978233,-0.0334580858261635,0.07591876208897497,False,False
verified-conditional-fused,11,4,16,hot,136.25,131.75,40,125.0,139.3,40,124.8,137.0,0.9347826086956522,0.9889907886231416,0.9960474308300395,0.011009211376858397,0.03404255319148941,False,False
verified-conditional-fused,11,4,16,ring24,17.989583333333336,18.729166666666668,40,16.55,20.004166666666666,40,16.708333333333332,20.504166666666666,0.9484425349087003,1.028722088693842,1.1481481481481481,-0.028722088693841963,0.06721915285451208,False,False
verified-conditional-fused,11,4,64,hot,131.75,132.0,40,117.4,145.1,40,112.3,143.0,0.95,0.98606220657277,1.0123456790123457,0.013937793427230005,0.023668639053254448,False,False
verified-conditional-fused,11,4,64,ring24,19.78125,19.083333333333332,40,18.208333333333332,21.379166666666666,40,17.704166666666666,20.820833333333336,0.9202518363064008,0.9700938776851536,1.0479910714285716,0.02990612231484635,0.18474457662701194,False,False
verified-conditional-fused,11,4,256,hot,138.25,127.5,40,119.0,156.0,40,117.9,154.0,0.8603896103896104,0.9895081109366823,1.012396694214876,0.010491889063317661,0.03246753246753242,False,False
verified-conditional-fused,11,4,256,ring24,18.90625,20.239583333333336,40,18.116666666666667,20.991666666666667,40,18.14166666666667,21.545833333333334,1.0131868131868131,1.054877978155368,1.101449275362319,-0.0548779781553681,0.0054735234215886885,False,True
verified-conditional-fused,11,4,1024,hot,183.5,186.25,40,155.9,210.1,40,159.0,209.0,0.996875,1.0036202782143064,1.0345911949685536,-0.0036202782143064383,0.011315417256011262,False,False
verified-conditional-fused,11,4,1024,ring24,27.40625,28.4375,40,26.27916666666667,30.34583333333333,40,26.825,30.52916666666667,0.9793103448275862,1.0271148965160601,1.0724852071005917,-0.02711489651606014,0.009156334615932904,False,False
verified-conditional-fused,11,4,4096,hot,206.75,187.0,40,167.8,413.1,40,180.0,211.1,0.44242424242424244,0.9705159705159705,1.0801186943620178,0.029484029484029506,0.016125739946927897,False,False
verified-conditional-fused,11,4,4096,ring24,70.34375,78.32291666666666,40,69.40833333333333,71.42500000000001,40,77.03750000000001,80.83749999999999,1.0999118424919188,1.1170207311735756,1.135871156661786,-0.11702073117357559,0.0011978292400709467,False,True
verified-conditional-split,12,7,1,hot,191.5,188.75,40,119.0,211.3,40,112.9,213.1,0.9497907949790795,0.9865022507685551,1.0,0.013497749231444867,0.026030368763557465,False,False
verified-conditional-split,12,7,1,ring24,32.19791666666667,33.72916666666667,40,30.6625,35.975,40,28.708333333333332,38.16666666666667,0.9633911368015414,1.0348348870873403,1.1259791122715403,-0.03483488708734028,0.07591876208897497,False,False
verified-conditional-split,12,7,16,hot,185.75,184.0,40,136.9,191.0,40,157.10000000000002,199.90000000000003,0.9892183288409704,0.9946379547014413,1.25,0.00536204529855866,0.03404255319148941,False,False
verified-conditional-split,12,7,16,ring24,33.05208333333333,33.510416666666664,40,29.77916666666667,37.333333333333336,40,32.06666666666667,78.275,0.9876314162028447,1.0261799771353912,2.3431066749844045,-0.02617997713539122,0.06721915285451208,False,False
verified-conditional-split,12,7,64,hot,125.0,125.0,40,118.9,138.2,40,116.9,138.1,0.9291338582677166,0.9869404728530045,1.0658436213991769,0.013059527146995542,0.023668639053254448,False,False
verified-conditional-split,12,7,64,ring24,35.65625,37.375,40,33.85,40.170833333333334,40,33.325,40.18333333333334,0.9922351636161951,1.0401501540762732,1.081823495032145,-0.0401501540762732,0.18474457662701194,False,False
verified-conditional-split,12,7,256,hot,126.75,120.5,40,118.9,140.4,40,117.0,130.1,0.8681318681318682,0.9866471157145977,1.004149377593361,0.013352884285402267,0.03246753246753242,False,False
verified-conditional-split,12,7,256,ring24,35.26041666666667,36.20833333333333,40,33.2125,39.17916666666667,40,32.075,45.791666666666664,0.9140995260663507,1.0292314772526436,1.2952268709487331,-0.029231477252643634,0.0054735234215886885,False,False
verified-conditional-split,12,7,1024,hot,142.5,142.0,40,126.0,170.1,40,127.0,168.0,0.9911242603550295,0.9922778771615981,1.0,0.007722122838401901,0.011315417256011262,False,False
verified-conditional-split,12,7,1024,ring24,35.73958333333333,36.291666666666664,40,34.86666666666667,39.962500000000006,40,35.5375,39.925,0.9988597491448117,1.013094915284186,1.0266745702430349,-0.013094915284185937,0.009156334615932904,False,False
verified-conditional-split,12,7,4096,hot,169.5,177.5,40,146.0,192.2,40,156.0,196.1,1.0290322580645161,1.059782608695652,1.095890410958904,-0.059782608695652106,0.016125739946927897,False,True
verified-conditional-split,12,7,4096,ring24,63.97916666666667,66.6875,40,63.65416666666666,64.17500000000001,40,66.12083333333334,67.25416666666666,1.035144809632281,1.0423299250612619,1.0495759947814742,-0.042329925061261875,0.0011978292400709467,False,False
verified-conditional-baseline,11,0,1,hot,205.5,147.0,40,191.9,227.0,40,128.5,168.1,0.6860759493670886,0.7134157389896153,0.7423887587822015,0.2865842610103847,0.026030368763557465,True,False
verified-conditional-baseline,12,0,1,hot,201.75,164.0,40,140.0,212.1,40,135.8,197.2,0.7532133676092545,0.9020737458747758,0.9715302491103203,0.09792625412522415,0.026030368763557465,True,False
verified-conditional-baseline,11,0,1,ring24,46.35416666666667,17.34375,40,43.95,49.775,40,16.02916666666667,19.07916666666667,0.3661605206073753,0.372757528643026,0.3795654184003699,0.627242471356974,0.07591876208897497,True,False
verified-conditional-baseline,12,0,1,ring24,46.760416666666664,32.46875,40,41.7,52.666666666666664,40,30.775000000000002,35.829166666666666,0.6797634136037177,0.6943925022153196,0.7720698254364089,0.30560749778468044,0.07591876208897497,True,False
verified-conditional-baseline,11,0,16,hot,135.5,112.25,40,125.9,149.70000000000002,40,107.0,125.1,0.764505119453925,0.8525438660891271,0.8628158844765343,0.14745613391087287,0.03404255319148941,True,False
verified-conditional-baseline,12,0,16,hot,140.75,127.0,40,120.8,164.2,40,116.9,148.1,0.8698412698412699,0.9016569693903365,0.924901185770751,0.09834303060966354,0.03404255319148941,True,False
verified-conditional-baseline,11,0,16,ring24,49.82291666666667,18.302083333333332,40,46.19166666666667,54.137499999999996,40,15.491666666666667,20.420833333333334,0.3252279635258359,0.36333725172170317,0.38328280640970114,0.6366627482782968,0.06721915285451208,True,False
verified-conditional-baseline,12,0,16,ring24,49.083333333333336,34.020833333333336,40,45.0,54.6375,40,31.379166666666666,37.1625,0.6546672247802428,0.7099358497969667,0.732420091324201,0.29006415020303333,0.06721915285451208,True,False
verified-conditional-baseline,11,0,64,hot,161.75,110.25,40,156.8,194.0,40,106.8,120.0,0.6185567010309279,0.6754194855330047,0.6863354037267081,0.3245805144669953,0.023668639053254448,True,False
verified-conditional-baseline,12,0,64,hot,160.25,117.75,40,153.0,196.1,40,107.9,139.3,0.6752577319587629,0.7106729233226836,0.7383177570093458,0.2893270766773164,0.023668639053254448,True,False
verified-conditional-baseline,11,0,64,ring24,59.33333333333333,19.104166666666664,40,58.916666666666664,60.145833333333336,40,17.816666666666666,21.675,0.31265249215754615,0.3219790206091576,0.33415492957746473,0.6780209793908424,0.18474457662701194,True,False
verified-conditional-baseline,12,0,64,ring24,59.34375,36.927083333333336,40,58.9125,59.962500000000006,40,33.40416666666666,50.15833333333333,0.5812979762735521,0.6225949975949976,0.846316531547409,0.3774050024050024,0.18474457662701194,True,False
verified-conditional-baseline,11,0,256,hot,280.25,116.5,40,258.8,466.1,40,106.6,150.1,0.3225806451612903,0.41022295939523457,0.4218455743879473,0.5897770406047654,0.03246753246753242,True,False
verified-conditional-baseline,12,0,256,hot,289.75,118.25,40,265.0,463.1,40,114.0,122.4,0.2510822510822511,0.4121949248424115,0.449438202247191,0.5878050751575885,0.03246753246753242,True,False
verified-conditional-baseline,11,0,256,ring24,163.89583333333331,19.041666666666664,40,163.00833333333333,164.67499999999998,40,17.416666666666668,20.891666666666666,0.11342828077314344,0.11601412035213399,0.11826042726347916,0.883985879647866,0.0054735234215886885,True,False
verified-conditional-baseline,12,0,256,ring24,163.83333333333334,34.208333333333336,40,163.20833333333334,164.41666666666666,40,32.358333333333334,38.975,0.20844461401500697,0.2086535857750673,0.21629535327816674,0.7913464142249327,0.0054735234215886885,True,False
verified-conditional-baseline,11,0,1024,hot,695.0,146.5,40,674.9,715.1,40,131.0,163.2,0.19574780058651026,0.2111652281777055,0.22865208186309105,0.7888347718222946,0.011315417256011262,True,False
verified-conditional-baseline,12,0,1024,hot,682.5,141.25,40,672.9,705.0,40,127.0,157.0,0.1902654867256637,0.20679258283856705,0.22343522561863174,0.793207417161433,0.011315417256011262,True,False
verified-conditional-baseline,11,0,1024,ring24,582.3854166666666,29.760416666666664,40,577.95,608.2541666666667,40,28.291666666666668,31.129166666666666,0.05023592436229467,0.05113672051820067,0.051214001362837575,0.9488632794817993,0.009156334615932904,True,False
verified-conditional-baseline,12,0,1024,ring24,576.6979166666667,53.33333333333333,40,574.7125,586.8,40,49.5625,55.37083333333334,0.08664664809522088,0.09193264139815355,0.09256186422336049,0.9080673586018464,0.009156334615932904,True,False
verified-conditional-baseline,11,0,4096,hot,2391.75,216.25,40,2350.9,2475.2,40,210.7,222.0,0.08952102070696508,0.08970723188499206,0.09235269536147096,0.9102927681150079,0.016125739946927897,True,False
verified-conditional-baseline,12,0,4096,hot,2402.0,188.75,40,2351.5,2481.1,40,180.9,202.1,0.07636287973366625,0.0789267806829351,0.08212058212058213,0.9210732193170649,0.016125739946927897,True,False
verified-conditional-baseline,11,0,4096,ring24,2560.0416666666665,80.38541666666666,40,2556.5375,2564.2916666666665,40,79.45416666666667,80.83333333333333,0.03133012624844326,0.03137335147851236,0.0314730324262669,0.9686266485214876,0.0011978292400709467,True,False
verified-conditional-baseline,12,0,4096,ring24,2562.770833333333,67.09375,40,2558.4666666666667,2567.229166666667,40,66.62083333333334,67.5,0.02611439585552908,0.026159749046921456,0.02626160694667112,0.9738402509530786,0.0011978292400709467,True,False
confirmation-noise,0,0,1,hot,204.75,186.5,40,140.9,220.3,40,139.8,217.0,0.8402061855670103,0.9815985278822306,1.0035335689045937,0.018401472117769435,0,False,False
confirmation-noise,0,0,1,ring24,49.48958333333333,47.34375,40,45.30833333333334,61.266666666666666,40,43.1875,52.670833333333334,0.8962143768609103,0.9401350657354148,1.0008568980291346,0.05986493426458517,0,False,False
confirmation-noise,0,0,7,hot,120.75,121.5,40,116.9,124.1,40,118.0,127.1,0.9958847736625515,1.00625,1.0167364016736402,-0.006250000000000089,0,False,False
confirmation-noise,0,0,7,ring24,50.510416666666664,49.15625,40,46.90833333333333,54.59583333333333,40,46.425000000000004,55.97083333333334,0.954983922829582,0.9653535095777619,1.0024813895781637,0.03464649042223811,0,False,False
confirmation-noise,0,0,16,hot,122.5,122.0,40,117.0,129.1,40,118.0,132.2,0.9759036144578314,0.9981325863678805,1.016597510373444,0.0018674136321195078,0,False,False
confirmation-noise,0,0,16,ring24,49.10416666666667,48.072916666666664,40,46.4875,53.5625,40,45.475,54.68750000000001,0.9463276836158192,0.9766805848367548,0.9859154929577465,0.023319415163245205,0,False,False
confirmation-noise,0,0,32,hot,133.25,134.0,40,121.9,153.1,40,122.0,147.2,1.0,1.0078547698149027,1.014388489208633,-0.00785476981490274,0,False,False
confirmation-noise,0,0,32,ring24,49.947916666666664,61.02083333333333,40,45.00416666666666,52.87916666666666,40,47.40833333333334,86.54583333333333,1.017766497461929,1.2728499912861464,1.6658466584665848,-0.2728499912861464,0,False,True
confirmation-noise,0,0,64,hot,196.25,198.5,40,155.9,323.0,40,159.9,235.1,0.7262830482115086,1.003125,1.0511182108626198,-0.0031250000000000444,0,False,False
confirmation-noise,0,0,64,ring24,59.19791666666667,59.42708333333333,40,58.87083333333334,59.875,40,58.829166666666666,60.358333333333334,0.9993004547044421,1.002823117203285,1.007047216349542,-0.002823117203285097,0,False,False
confirmation-noise,0,0,128,hot,196.0,193.75,40,188.0,199.1,40,187.8,204.1,0.9770992366412213,0.9949755576418791,1.0078125,0.00502444235812094,0,False,False
confirmation-noise,0,0,128,ring24,92.52083333333334,92.47916666666667,40,92.07083333333333,92.83749999999999,40,92.20833333333333,92.75833333333334,0.9975258659469187,1.0001119028081267,1.0024819494584838,-0.00011190280812667375,0,False,False
confirmation-noise,0,0,256,hot,269.5,268.25,40,264.0,286.1,40,260.9,275.0,0.955595026642984,0.9962616299991964,1.0166358595194085,0.0037383700008035703,0,False,False
confirmation-noise,0,0,256,ring24,163.61458333333331,163.21875,40,162.95833333333334,164.2125,40,161.49583333333334,164.47083333333333,0.9951660094135607,0.9980258307444987,1.0006376737661014,0.0019741692555013124,0,False,False
confirmation-noise,0,0,512,hot,407.0,405.75,40,399.9,416.1,40,396.8,413.0,0.9865525672371638,0.9975520195838433,1.002466091245376,0.002447980416156681,0,False,False
